user_id,user_name,numb_msgs_del_requested,date-time,guild_id,guild_name
,,,,,
,,,,,
,,,,,
5.437183057733878e+17,,,,,
5.437183057733878e+17,Atriays#2984,,,,
5.437183057733878e+17,Atriays#2984,1.0,,,
5.437183057733878e+17,Atriays#2984,2.0,13/01/2021  13:54,,
5.437183057733878e+17,Atriays#2984,1.0,13/01/2021  13:54,7.357541854794221e+17,
543718305773387776,Atriays#2984,3.0,13/01/2021  14:13,735754185479422022,TRIMUNATI 👁👄👁
